adm3_en,adm2_en,num_map_tank,num_tank,asc_map_dad,asc_dad,asc_func,asc_damaged,asc_nonfunc,asc_pop,asc_fam,asc_pop_func,asc_pop_damaged,asc_pop_nonfunc,asc_fam_func,asc_fam_damaged,asc_cas,asc_tank_irri,asc_tank_agri,asc_tank_agri_day,asc_tank_agri_com,asc_tank_agri_day_com,asc_reno,asc_breached,asc_needreno,asc_good,asc_bundreha,asc_sluice,asc_sluice2,asc_spill,asc_spill2,asc_length1,asc_length2,asc_length3,asc_length4,asc_length5
Wilgamuwa,Matale,60,43,46.694447,74.040016,82.260681,0.21633315,17.739315,8987,3429,89.890305,0.01500876,10.109694,81.572365,0.45440057,0.8653326,1.0816658,1.2439156,0.48674959,0,0.37858301,7.7879934,3.4613304,66.252029,6.5440779,0,62.520283,3.4613304,58.896702,0.8653326,0.3724806,0.00620155,0.065503873,0.03875969,0.001550388
Badalkumbura,Monaragala,12,7,34.027779,51.020409,100,0,0,432,358,100,0,0,100,0,0,8.1632652,10.204082,4.0816326,0,0,8.1632652,8.1632652,32.653061,51.020409,0,73.469391,2.0408163,100,0,0.29761904,0.011904762,0.29761904,0.011904762,0
Bibile,Monaragala,89,69,23.343012,31.947071,80.739342,0.75614363,19.26066,6087,1176,88.393654,0.14142756,11.606348,87.410034,0.23661639,0.084015965,1.0291955,1.2392355,0.021003991,0.021003991,0.021003991,6.8052931,2.100399,37.051041,12.098298,0,68.241966,0.084015965,59.00021,0,0.39097866,0.02344895,0.031916626,0.02344895,0.00065136
Buttala,Monaragala,217,69,18.367348,83.364838,78.155853,0.18903591,21.844149,7463,2346,73.254921,0.4247039,26.745081,72.01342,0.48185626,3.0245745,1.0291955,1.3232515,0.042007983,0,0,6.0701537,4.7258978,31.947071,11.111111,0,65.868515,6.0701537,59.00021,0,1.7097441,0.008081214,0.048687637,0.017097441,0.000601082
Katharagama,Monaragala,208,21,1.0193232,32.653061,81.859406,0.22675736,18.140591,8310,1277,90.247551,0.012033693,9.7524509,90.192787,0.014915911,2.0408163,1.8140589,2.4943311,0.90702945,0.22675736,0,14.512471,3.6281178,18.367348,22.675737,0,44.444443,32.653061,65.532875,0,8.3518772,0,0.00206044,0.018543957,0.005723443
Madulla,Monaragala,97,80,78.605591,83.265625,66.015625,0.5625,33.984375,1708,1047,67.644905,0.33372366,32.355091,72.636101,0.17908311,0,0.859375,0.984375,0.015625,0,0,2.640625,1.890625,54.390625,5.0625,0,37.515625,0,42.25,0,0.64961338,0.021778349,0.006314433,0.003221649,0.000128866
Medagama,Monaragala,47,0,72.430962,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Monaragala,Monaragala,35,14,78.448975,73.469391,32.653061,12.755102,67.346939,433,415,34.708015,14.021775,65.291985,44.888123,7.6592083,0,3.0612245,5.1020408,0.51020408,0,0.51020408,2.0408163,12.755102,18.367348,25,,41.32653,2.0408163,25,0.51020408,1.2755102,0.008163266,0.032653064,0.032653064,0
Sevanagala,Monaragala,61,45,100,100,60.493828,1.2345679,39.506172,3349,1344,65.747658,1.0815833,34.252346,70.659721,0.66964287,26.123457,0.34567901,1.3333334,0.2469136,0.09876544,0,2.4197531,4,53.777779,4,0,33.382717,0.19753088,47.456787,0,0.19271404,0.07140255,0.07140255,0.029508198,0.000364299
Siyambalanduwa,Monaragala,192,94,73.852539,85.660934,63.660027,0.40742418,36.339973,3109,1577,76.527992,0.17656359,23.472006,70.07312,0.3238036,0.28293344,0.49796286,0.66772294,0.11317338,0.045269351,0.011317338,3.2707107,7.6505208,34.234947,7.0733366,0,33.001358,3.2707107,16.342237,0,1.1810727,0.012466755,0.017952129,0.00554078,0.00049867
Thanamalwila,Monaragala,547,72,13.102548,62.673611,89.197533,0.30864197,10.802471,4677,1822,85.983421,0.49770749,14.016581,89.779236,0.27442372,6.9637346,0.7716049,0.96450615,0.096450612,0.15432099,0.077160493,3.7808642,1.2345679,46.315586,5.5748458,0,26.408178,1.9290124,60.493828,0.019290123,6.2465978,0.01119744,0.003656307,0.004291083,0.000634776
Wellawaya,Monaragala,240,2,19.140625,25,25,25,75,173,410,21.098267,28.901733,78.901733,1.2195122,48.780487,0,25,50,0,0,0,0,25,25,100,0,25,25,100,0,118.00833,0,0.008333334,0,0
Manthai East,Mullaitivu,178,82,2.133569,2.9149318,44.988106,0.72873294,55.011894,2809,938,37.249607,0.28870615,62.750393,43.976547,0.31852931,0,0.96668655,1.0707912,0.044616301,0.0148721,0.0297442,1.7995241,53.539558,90.48185,0.13384891,0,1.2046402,0.53539562,0,0,0.97019732,6.85119E-05,0,0.008289943,0.15134282
Maritimepattu,Mullaitivu,152,90,21.818733,50.567905,16,26.123457,84,3437,2394,12.39453,35.169559,87.605469,21.470343,22.267708,0.01234568,0.20987655,0.80246919,0.11111112,0.037037037,0.11111112,3.1604941,3.5679014,30.864199,0.30864197,0,0.44444445,0.04938272,0,0,1.0006579,0.003581872,0.012353802,0.007309942,0.001827485
Oddusuddan,Mullaitivu,241,133,3.183485,7.3265872,29.306349,13.025043,70.693649,851,1746,46.056385,5.3859677,53.943615,20.122473,15.254631,3.2562609,0.42964554,0.55401659,0.045225848,0.050879076,0.005653231,9.9722986,9.5030813,41.811295,2.2612922,0,3.821584,0.090451695,0.022612924,0,0.89105546,0.000124793,0.005272517,0.029981595,0.02109007
Puthukkudiyiruppu,Mullaitivu,78,52,30.39119,47.928993,11.982248,16.309172,88.017754,1655,2775,0.41831282,35.748314,99.581688,26.257797,4.5114346,0,0.51775146,1.5162722,0.25887573,0.073964491,0.073964491,4.4748521,28.994083,74.889053,1.8121302,0,1.3313609,0,0.59171593,0,0.59196252,0.079881661,0.012080869,0.000986193,0.000986193
Thunukkai,Mullaitivu,64,30,15.258789,28.444445,64,1,36,28,205,80,0,20,69.853653,0,0.11111111,1.2222222,2.2222221,0,0,0.22222222,9,0.44444445,44.444443,7.1111112,0,11.111111,1,0.44444445,0.44444445,1.1505209,0,0,0.0046875,0.10208333
Welioya,Mullaitivu,23,2,27.221172,100,0,100,100,0,0,,,,,,0,0,25,25,0,0,0,100,100,0,,0,0,0,0,9.586957,0.021739131,0.021739131,0,0
Kothmale,Nuwara Eliya,1,0,100,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Dimbulagala,Polonnaruwa,82,53,81.439621,85.475258,100,0,0,15970,5780,100,0,0,100,0,2.8835886,0.249199,0.39159843,0.96119612,0.035599858,0.35599858,3.5599856,2.2783909,59.843361,5.1263795,0,75.3293,22.24991,65.824135,0.32039872,0.38679245,0,0.12172112,0.038886331,0.005752416
Elahera,Polonnaruwa,24,1,14.0625,0,100,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,0,0,0,0
Higurakgoda,Polonnaruwa,126,47,5.6689343,11.588954,100,0,0,4494,1108,100,0,0,100,0,4.5269351,0.22634676,0.40742418,0.86011767,0.090538703,0.18107741,11.588954,1.6296967,21.910366,18.10774,0,49.298328,6.5187869,55.454956,0.72430962,1.3076663,0.00270179,0.037993919,0.020432286,0.010807159
Lankapura,Polonnaruwa,10,4,64,100,100,0,0,58,225,100,0,0,100,0,0,6.25,6.25,6.25,6.25,6.25,56.25,0,100,0,0,100,25,100,0,0.89999998,0.025,0,0.1,0.025
Medirigiriya,Polonnaruwa,178,47,11.362203,38.071526,100,0,0,4657,1680,100,0,0,100,0,2.2181983,0.63377094,1.2222725,0.5432322,0.090538703,0.13580805,35.491173,1.6296967,21.910366,28.293346,0,72.430962,18.10774,68.854683,0.18107741,2.2434855,0.002988286,0.00585704,0.063232131,0.004303132
Thamankaduwa,Polonnaruwa,49,10,12.036652,16,25,9,75,0,43,,,,50,0,0,2,3,1,0,1,9,4,9,1,0,9,1,49,1,3.7734694,0,0.008163266,0.018367348,0.002040817
Welikanda,Polonnaruwa,106,40,64.302246,95.0625,72.25,1,27.75,20646,5274,82.83445,0.2547709,17.16555,82.904816,0.24649222,0.0625,0.125,0.5,0.625,0.0625,0.8125,9,5.0625,60.0625,7.5625,0,49,12.25,60.0625,0.25,1.3622642,0,0.028537737,0.068160377,0.000943396
Anamaduwa,Puttalam,468,424,81.307983,82.449829,78.222343,0.43609825,21.777655,48963,15216,82.599915,0.13244502,17.400087,80.695297,0.17577079,9.4005871,0.037824847,0.053956032,0.071755961,0.023918655,0.074537203,9.0571651,1.5707779,49.360409,14.290622,0,45.181225,1.2287513,44.23505,0.045056071,0.060978066,0.063215613,0.18001632,0.014155983,8.06322E-05
Arachchikattuwa,Puttalam,56,48,86.224487,84.027779,56.25,4.3402777,43.75,6831,2190,67.336411,1.9152882,32.663593,66.986305,2.0357685,9.765625,0.5642361,1.1284722,0.65104163,0.043402776,0.13020833,34.027779,1.0850694,36.501736,21.453899,0,66.015625,11.111111,56.25,0.390625,0.062872022,0.003348214,0.053571429,0.053571429,0.095238097
Chilaw,Puttalam,23,22,100,100,34.917355,13.223141,65.082642,4115,998,44.573071,7.5908537,55.426929,45.591183,6.9229369,0.20661157,0.61983472,1.446281,1.2396694,0.82644629,0.82644629,7.4380169,7.4380169,66.942154,7.4380169,0,46.487602,7.4380169,74.586777,3.3057852,0.007905139,0.001976285,0.07114625,0.16007905,0.049407117
Dankotuwa,Puttalam,19,8,100,100,100,0,0,780,220,100,0,0,100,0,1.5625,4.6875,4.6875,0,4.6875,3.125,6.25,0,56.25,6.25,,76.5625,6.25,56.25,1.5625,1.4802631,0.02631579,0.006578947,0.006578947,0
Kalpitiya,Puttalam,2,1,100,100,100,0,0,0,0,,,,,,0,0,0,0,0,0,0,100,100,0,,0,0,0,0,0.5,0,0.5,0,0
Karuwalagaswewa,Puttalam,269,225,32.3503,38.16494,68.337776,0.95604938,31.662224,27287,8898,73.129723,0.18489879,26.870279,74.806923,0.073624536,16.357531,0.075061731,0.10074074,0.15209876,0.011851852,0.077037036,9.4044447,5.1377778,46.84642,12.96,0,49.937775,11.711605,56.416794,0.28444445,0.05558034,0.017992564,0.19271375,0.053680297,0.002792235
Madampe,Puttalam,24,22,84.027779,82.644623,82.644623,0.20661157,17.355375,13200,3496,90.165291,0.004476584,9.834713,90.050964,0.005200749,20.661156,2.2727273,2.6859503,0.82644629,0,0.41322315,10.123967,0,29.752068,16.735538,0,66.942154,7.4380169,74.586777,1.8595042,0.047348484,0.047348484,0.06818182,0.030303031,0.030303031
Mahakumbukkadawala,Puttalam,191,141,84.909958,88.974396,78.592628,0.18107741,21.407375,21064,6441,80.84951,0.091918446,19.150488,83.394722,0.042942982,33.821236,0.020119714,0.035209496,0.17604749,0.10059857,0.36718476,8.0478849,0.40742418,33.001358,29.822443,0,59.760574,6.1616616,86.318596,0.080478854,0.17169803,0.014852772,0.11644574,0.056477666,0.002376444
Mahawewa,Puttalam,15,13,100,100,85.2071,0.59171593,14.792898,3234,1016,89.853004,0.20455734,10.146998,90.490608,0.15142338,0,5.9171596,5.9171596,1.1834319,0.59171593,0,9.4674549,9.4674549,85.2071,14.7929,,85.2071,21.301775,85.2071,0.59171593,0.32820514,0.046153847,0.020512821,0.005128205,0.005128205
Mundel,Puttalam,42,25,100,100,51.84,2.5599999,48.16,8634,1966,65.712296,0.4484596,34.287701,64.895218,0.44760936,0.16,0.31999999,0.31999999,1.6,0.16,1.4400001,8.166667,6,80.666664,4.1666665,0,23.040001,4,51.84,2.5599999,0.50380951,0.000952381,0.046666667,0.046666667,0.015238095
Nattandiya,Puttalam,12,11,100,100,52.892563,7.4380169,47.107437,762,358,72.727272,0,27.272728,72.727272,0,7.4380169,4.1322312,4.1322312,0,1.6528926,0,29.752068,0,52.892563,3.3057852,0,29.752068,0.82644629,52.892563,3.3057852,0.12121212,0.007575758,0.18939394,0.030303031,0
Nawagattegama,Puttalam,182,136,33.284023,46.761463,70.26384,0.77854669,29.736156,12506,3807,61.738251,0.61452854,38.261749,64.205254,0.47744864,4.5469294,0.10813148,0.19463667,0.30276817,0.10272491,0.070285469,4.8659167,2.4380805,70.26384,10.467128,0,49.826988,1.0596886,57.358345,0.19463667,0.1359082,0.011675824,0.26506948,0.019553976,0.000646412
Pallama,Puttalam,110,90,100,100,55.41975,0.60493827,44.58025,16681,5486,55.629162,0.36788362,44.370838,56.857861,0.34876654,4,0.02469136,0.1234568,0.39506176,0.061728399,0.50617284,19.753086,1,37.34568,18.777777,0,58.777775,1.2345679,79.012344,0,0.084949501,0.048888888,0.16161616,0.014545456,0.004949495
Puttalam,Puttalam,44,25,78.564049,77.440002,51.84,1.4400001,48.16,5782,2300,45.401592,0.060186788,54.598408,47.551304,0.078260869,5.7600002,0,0.31999999,0.80000001,0,1.6,19.360001,2.5599999,23.040001,16,0,51.84,10.24,46.240002,1.4400001,0.48090911,0.008181818,0.032727271,0.073636368,0.008181818
Vanathavilluwa,Puttalam,54,36,35.116596,74.151237,37.34568,3.7808642,62.65432,3924,1448,39.058784,3.721401,60.941216,33.509823,4.2971148,2.7777777,0,0.38580245,1.3117284,0,0.54012346,40.817902,3.7808642,37.34568,22.299383,0,34.027779,4.9382715,69.444443,0,0.22685185,0.012860083,0.086934157,0.086934157,0.002057613
Wennappuwa,Puttalam,11,10,100,100,9,25,91,428,196,5.7476635,38.901871,94.252335,5.9693875,39.030613,0,2,2,0,3,0,25,4,81,4,0,36,0,64,1,0.58181816,0.036363635,0.009090909,0,0
Embilipitiya,Ratnapura,4,2,100,100,25,25,75,371,63,50,0,50,50,0,0,0,0,0,0,0,0,25,25,25,,25,0,100,0,0.5,0,0.5,0,0
Gomarankadawala,Trincomalee,221,61,9.1910486,21.069605,45.176025,3.2518141,54.823975,3327,2089,56.485683,2.8780913,43.514317,53.571011,2.6328387,49.690945,0.94060731,1.1287287,0.29561946,0.026874496,0.080623485,4.54179,0.67186236,56.866432,1.7199677,0,52.029026,0.10749798,47.406612,7.7667294,2.4033825,0.001186856,0.008975595,0.035902381,0.001186856
Kantale,Trincomalee,102,21,5.0845828,58.049885,73.469391,0.90702945,26.530611,3515,1950,84.665718,0.11650749,15.334281,79.56044,0.6837607,3.6281178,2.4943311,2.9478457,1.3605442,0,0.45351472,22.675737,0.90702945,58.049885,3.6281178,0,73.469391,0,90.70295,11.111111,3.1391222,0.000466853,0.001867414,0.046685342,0.022875817
Kinniya,Trincomalee,22,12,52.892563,84.027779,25,6.25,75,4386,1329,47.321022,1.3394893,52.678978,45.447704,0.84650111,0,4.1666665,4.1666665,1.3888888,0,0.69444442,17.361111,25,100,0,0,2.7777777,0.69444442,2.7777777,0.69444442,0.74242419,0,0.003787879,0.060606062,0.03409091
Kuchchaweli,Trincomalee,191,77,22.699488,37.257545,25.653566,18.367348,74.346436,2358,3058,24.959518,17.3755,75.040482,24.413715,19.018032,1.686625,0.42165625,0.94451004,0.18552876,0.01686625,0.084331252,6.0887165,29.752068,69.08416,1.686625,0,34.15416,0.15179625,38.85984,1.3661662,0.99551231,0.001087917,0.027197933,0.06534303,0.015298837
Morawewa,Trincomalee,103,38,25.487793,54.293629,58.240997,4.4321327,41.759003,1193,1103,54.246262,6.0881457,45.753738,46.426014,5.3824501,5.6094179,1.6620499,1.9390582,0.41551247,0,0.20775624,11.703601,5.6094179,70.914124,0.62326866,0,39.889194,0.069252074,46.814404,11.703601,1.6762903,0.00408789,0.009197751,0.016351558,0.00408789
Muthur,Trincomalee,103,79,64.935432,76.285851,71.927574,0.14420766,28.072424,807,1813,84.810127,0,15.189874,79.243439,0.24925467,10.014421,1.1216151,1.1857074,0.04806922,0,0,3.1405225,12.56209,52.058968,0.57683063,0,26.934786,2.7078993,35.39497,11.68082,0.38540003,0.000122895,0.031461228,0.070787758,0.004424235
Padavi Sri Pura,Trincomalee,35,21,36,32.653061,51.020409,0.22675736,48.979591,205,94,57.491291,0.92915219,42.508709,41.033436,2.0263424,73.469391,0.90702945,1.3605442,3.4013605,0,0,2.0408163,0.22675736,81.859406,0.90702945,0,44.444443,0.90702945,73.469391,5.6689343,0.3931973,0,0.048979595,0.16462585,0.001360544
Seruvila,Trincomalee,23,7,15.31191,8.1632652,8.1632652,8.1632652,91.836739,117,208,17.094017,0,82.905983,9.6153851,12.774726,0,2.0408163,6.1224489,2.0408163,0,0,0,8.1632652,73.469391,0,,32.653061,18.367348,32.653061,18.367348,2.2422359,0,0.00621118,0.00621118,0.024844721
Thambalagamuwa,Trincomalee,65,9,6.0591717,44.444443,44.444443,1.2345679,55.555557,236,317,66.666664,0,33.333332,54.889587,1.9628462,0,2.4691358,4.9382715,0,0,4.9382715,30.864199,11.111111,44.444443,1.2345679,0,44.444443,0,30.864199,1.2345679,5.9504271,0.001709402,0.027350428,0.001709402,0
Town & Gravets,Trincomalee,30,15,64,44.444443,64,4,36,597,914,67.403687,3.1490788,32.596313,53.391685,6.6520791,0.44444445,3.5555556,4.4444442,1.3333333,0,0.8888889,28.444445,7.1111112,87.111115,0.44444445,0,44.444443,4,36,0.44444445,0.8888889,0,0.02,0.035555556,0.02
Verugal,Trincomalee,14,12,51.020409,56.25,11.111111,2.7777777,88.888893,535,561,29.65732,1.8380061,70.342682,29.649435,1.8419489,0,1.3888888,4.8611107,1.3888888,0,0,6.25,11.111111,100,0.69444442,0,11.111111,2.7777777,6.25,0,0.38095239,0,0.005952381,0.095238097,0.005952381
Vavuniya,Vavuniya,366,241,44.444443,56.405712,26.473373,13.333104,73.526627,4074,9946,24.85471,16.150999,75.145287,34.04459,10.397058,0.006886934,0.10674748,0.22038189,0.12396481,0.006886934,0.029269468,5.7919116,8.9254665,37.712849,0.99171847,0,2.6187568,0.29097295,0.55784166,0.084364943,0.42668301,0.000408136,0.004534839,0.091830492,0.035553139
Vavuniya North,Vavuniya,293,180,3.3966618,7.1111112,31.484568,5.9753089,68.515434,4227,5063,46.367661,2.7411089,53.632339,29.003115,5.1901598,3.3611112,0.095679015,0.27160496,0.1234568,0.00617284,0.0154321,9.6790123,4.9382715,21.262346,6.8179011,0,5.9753089,0.15123457,2.9660492,0.19753088,0.50377321,7.58438E-05,0.002730376,0.057356846,0.07055366
Vavuniya South,Vavuniya,97,72,46.296101,52.160492,58.352619,1.9290124,41.647381,5262,1783,72.222488,0.47510451,27.777515,70.904999,0.53748363,3.2600307,0.73302466,0.90663576,0.36651233,0.019290123,0.019290123,9.3364201,23.630402,29.340279,11.111111,0,48.225307,29.340279,42.611885,0.94521606,0.16552119,0,0.057273772,0.12886597,0.024198167
Vengalacheddikulam,Vavuniya,217,104,19.981312,37.86982,20.423447,12.657175,79.576553,560,1481.3101,33.329327,2.3506181,66.67067,27.182928,6.6842275,0.083210059,0.12943786,0.55473369,0.21264793,0,0.027736686,4.0772929,11.982248,19.56361,1.118713,0,0.92455626,0.083210059,0.45303255,0.009245561,0.7488479,0.003589153,0.029953917,0.048254162,0.0159961
